ID,County,Rural2020,Rural2020new,Rural2024,Rural2024new,CWPP2012,CWPP2014,CWPP2016,CWPP2018,CWPP2020,CWPP2022,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,Rep2012,Dem2012,Win2012,Rep2016,Dem2016,Win2016,Rep2020,Dem2020,Win2020,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022,TOrate_growth_2012_2020,TOrate_growth_2012_2016,TOrate_growth_2016_2020,Win2012new,Win2016new,Win2020new,Wing2016_2020,Percent_Urban,Percent_Rural,Percent_Hispanic,Percent_White,Percent_Black,Percent_Indian,Percent_Asian,Percent_Pacific,Percent_Multi,Percent_NotH_White,Percent_NotH_Black,Age17Under,Age65Older,Age85Older,Median_Age,Per_Capita_Income2022,Total_Personal_Income2022,Median_Household_Income2022,Percent_Poverty,Percent_Poverty_under18,Percent_Bachelor,People_Bachelor,Unemploy_Rate2019,Unemploy_Rate2020,Unemploy_Rate2021,Unemploy_Rate2022,Unemploy_Rate2023,OnSystem_Centerline,OffSystem_Centerline,ratio_Centerline,OnSystem_Lane,OffSystem_Lane,ratio_Lane,Consolidated,SpanishVR_primary_2012,SpanishVR_general_2012,SpanishVR_midterm_2014,SpanishVR_primary_2016,SpanishVR_general_2016,SpanishVR_midterm_2018,SpanishVR_primary_2020,SpanishVR_general_2020,SpanishVR_midterm_2022,spanpro_2012p,spanpro_2012g,spanpro_2014m,spanpro_2016p,spanpro_2016g,spanpro_2018m,spanpro_2020p,spanpro_2020g,spanpro_2022m
202,Rusk,urban,0,Rural,1,0,0,1,1,1,1,53330,53330,53330,53330,53330,53330,53330,53330,30002,30136,30358,30352,31323,31073,31349,32308,32955,6666,18713,10613,11104,19262,16372,10536,21447,15685,0.2222,0.621,0.3496,0.3658,0.6149,0.5269,0.3361,0.6638,0.476,13924,4451,Republican,14675,3935,Republican,16534,4629,Republican,0.0394,0.0721,0.0314,0.0117,0.0449,0.0328,0.0236,0.0855,0.0606,0.0293,0.1461,0.1134,0.6658,0.5806,-0.0512,0.5426,0.4779,-0.042,0.0428,-0.0061,0.0489,1,1,1,0,0.3593,0.6407,0.1859,0.7904,0.1687,0.0111,0.0076,0.0013,0.021,0.6226,0.1632,0.2255,0.1758,0.0164,39.3,45701,2437347000,55085,0.174,0.221,0.158,5716,0.036,0.074,0.06,0.042,0.041,520.57,1122.62,0.4637,1175.37,2245.23,0.5235,1,1185,1234,1404,1502,1613,1751,1917,2005,2249,0.039497367,0.040947704,0.046248106,0.049486031,0.051495706,0.056351173,0.061150276,0.062058933,0.068244576
203,Sabine,rural,1,Rural,1,0,0,0,0,0,0,10834,10834,10834,10834,10834,10834,10834,10834,7273,7393,7453,7512,7707,7756,7865,8032,8227,1307,4579,2767,3144,4645,3974,2671,5508,4181,0.1797,0.6194,0.3713,0.4185,0.6027,0.5124,0.3396,0.6858,0.5082,3727,807,Republican,3998,614,Republican,4784,669,Republican,0.0425,0.0864,0.0422,0.0329,0.0814,0.047,0.0407,0.1039,0.0607,0.0144,0.2029,0.1858,1.4055,1.0436,-0.1504,0.4362,0.511,0.0521,0.0664,-0.0167,0.0831,1,1,1,0,0,1,0.0524,0.8909,0.0658,0.0112,0.0056,0.0007,0.0258,0.8467,0.0631,0.1794,0.3105,0.0336,53.9,46247,464686000,50564,0.168,0.271,0.179,1361,0.066,0.108,0.094,0.072,0.068,237.14,504.01,0.4705,482.43,1004.84,0.4801,0,113,118,121,123,134,142,153,156,182,0.015536917,0.015961044,0.016235073,0.016373802,0.017386791,0.018308406,0.019453274,0.019422311,0.02212228
204,San Augustine,rural,1,Rural,1,0,0,0,0,0,0,8865,8865,8865,8865,8865,8865,8865,8865,5961,6010,6167,6086,6180,5999,5937,6098,6051,1815,3690,2724,2476,3579,3026,1985,4002,2877,0.3045,0.614,0.4417,0.4068,0.5791,0.5044,0.3343,0.6563,0.4755,2469,1193,Republican,2622,910,Republican,3007,980,Republican,0.0283,0.0146,-0.0133,0.021,-0.004,-0.0245,-0.0272,-0.0188,0.0087,-0.0301,0.0846,0.1182,0.3642,0.0937,-0.1983,0.1109,0.0562,-0.0492,0.0423,-0.0349,0.0772,1,1,1,0,0,1,0.083,0.753,0.212,0.0097,0.0047,0.0001,0.0205,0.6833,0.2092,0.2044,0.2676,0.031,48.5,57147,449005000,49591,0.199,0.321,0.128,747,0.048,0.096,0.081,0.059,0.054,263.73,482.49,0.5466,536.2,964.99,0.5557,0,113,115,131,128,133,141,139,146,156,0.018956551,0.019134775,0.021242095,0.021031876,0.021521036,0.023503917,0.023412498,0.023942276,0.025780863
205,San Jacinto,rural,1,Rural,1,0,0,1,1,1,1,26384,26384,26384,26384,26384,26384,26384,26384,15568,15806,16524,16880,17570,17864,18206,18913,19830,3268,9724,6592,5557,10453,9346,5163,12640,9580,0.2099,0.6152,0.3989,0.3292,0.5949,0.5232,0.2836,0.6683,0.4831,7107,2410,Republican,8059,2038,Republican,10161,2337,Republican,0.1116,0.1966,0.0764,0.0843,0.1695,0.0786,0.0811,0.2001,0.1101,0.075,0.2999,0.2092,0.7004,0.5799,-0.0709,0.4178,0.4533,0.025,0.0531,-0.0203,0.0734,1,1,1,0,0,1,0.1681,0.8646,0.0916,0.0129,0.0058,0.0014,0.0237,0.7143,0.0868,0.213,0.2312,0.0212,44.3,44653,1265833000,57855,0.168,0.27,0.16,3130,0.046,0.081,0.073,0.049,0.047,243.77,567.12,0.4298,534.21,1134.98,0.4707,1,639,655,785,845,951,1028,1117,1190,1415,0.041045735,0.04143996,0.047506657,0.050059242,0.054126352,0.057545902,0.0613534,0.062919685,0.071356531
206,San Patricio,urban,0,Urban,0,0,0,1,1,1,1,64804,64804,64804,64804,64804,64804,64804,64804,41519,41710,40002,39893,41436,41522,41675,43156,44073,5887,20377,11799,10657,22023,18243,9606,25892,17901,0.1418,0.4885,0.295,0.2671,0.5315,0.4394,0.2305,0.6,0.4062,12005,7856,Republican,13030,7871,Republican,16516,8988,Republican,-0.0066,0.0347,0.0415,-0.0392,0.0038,0.0447,0.038,0.1018,0.0614,0.0808,0.2706,0.1757,0.8103,0.6317,-0.0986,0.5461,0.5172,-0.0187,0.1115,0.043,0.0685,1,1,1,0,0.7217,0.2783,0.5869,0.9369,0.0225,0.011,0.0123,0.0017,0.0157,0.372,0.0166,0.2567,0.1557,0.0146,37,50872,3558673000,62919,0.172,0.237,0.176,7858,0.055,0.102,0.087,0.061,0.048,376.21,934.02,0.4028,995.22,1873.68,0.5312,0,19280,19355,18915,18868,19464,19530,19536,19941,20203,0.464365712,0.464037401,0.472851357,0.472965182,0.469736461,0.470353066,0.468770246,0.462067847,0.458398566
207,San Saba,rural,1,Rural,1,0,0,0,0,0,0,6131,6131,6131,6131,6131,6131,6131,6131,3713,3761,3714,3702,3776,3734,3642,3769,3777,1636,2274,1447,1523,2357,2078,1511,2602,2165,0.4406,0.6046,0.3896,0.4114,0.6242,0.5565,0.4149,0.6904,0.5732,1905,323,Republican,2025,293,Republican,2308,287,Republican,0.004,0.0021,-0.0019,-0.003,-0.0191,-0.0162,0.0054,0.017,0.0115,0.0365,0.1442,0.1039,-0.0691,-0.0764,-0.0079,0.4361,0.4962,0.0419,0.0858,0.0196,0.0662,1,1,1,0,0,1,0.3123,0.9129,0.0422,0.0155,0.0076,0,0.0218,0.62,0.0397,0.1885,0.2308,0.019,40.3,42336,246565000,51350,0.189,0.279,0.194,800,0.029,0.052,0.047,0.036,0.038,216,591.79,0.365,436.91,1183.58,0.3691,0,570,589,602,604,626,631,610,616,589,0.153514678,0.156607285,0.162089391,0.163155051,0.165783898,0.168987681,0.16749039,0.163438578,0.155943871
208,Schleicher,rural,1,Rural,1,0,0,0,0,0,0,3461,3461,3461,3461,3461,3461,3461,3461,1744,1730,1828,1782,1824,1766,1657,1704,1695,304,1017,860,610,1058,957,631,1159,1027,0.1743,0.5879,0.4705,0.3423,0.58,0.5419,0.3808,0.6802,0.6059,787,221,Republican,821,208,Republican,940,211,Republican,0.0543,-0.015,-0.0658,0.0218,-0.0499,-0.0701,-0.0339,-0.0728,-0.0402,0.0403,0.1396,0.0955,1.0066,1.0757,0.0344,0.1128,0.1942,0.0731,0.0923,-0.0079,0.1002,1,1,1,0,0,1,0.552,0.9283,0.0233,0.014,0.0059,0,0.0284,0.4154,0.0148,0.2434,0.2104,0.0188,41.1,55694,131271000,54168,0.16,0.227,0.136,225,0.028,0.07,0.055,0.036,0.035,178.47,240.24,0.7429,361.16,480.47,0.7517,0,551,549,638,637,657,648,618,633,650,0.315940367,0.31734104,0.349015317,0.357463524,0.360197368,0.366930917,0.372963186,0.371478873,0.383480826
209,Scurry,rural,1,Rural,1,0,0,0,0,1,1,16921,16921,16921,16921,16921,16921,16921,16921,9124,9194,9380,9338,9484,9299,9282,9444,9289,2170,5121,2902,3104,5344,4391,2977,5897,4153,0.2378,0.557,0.3094,0.3324,0.5635,0.4722,0.3207,0.6244,0.4471,4124,838,Republican,4410,733,Republican,4983,818,Republican,0.0315,0.0272,-0.0042,0.0235,0.0173,-0.006,-0.0086,-0.0097,-0.0011,0.0435,0.1515,0.1035,0.4304,0.3719,-0.0409,0.5131,0.4311,-0.0542,0.0674,0.0065,0.0609,1,1,1,0,0.682,0.318,0.4286,0.8973,0.0515,0.0141,0.0098,0.001,0.0264,0.5004,0.0438,0.261,0.1611,0.0177,36,48508,809405000,60387,0.152,0.21,0.186,2047,0.032,0.082,0.066,0.042,0.041,289.79,744.41,0.3893,687.13,1492.61,0.4604,0,2229,2276,2450,2489,2556,2571,2611,2688,2682,0.244300745,0.247552752,0.26119403,0.266545299,0.269506537,0.276481342,0.281297134,0.284625159,0.288728604
210,Shackelford,rural,1,Rural,1,0,0,0,0,0,0,3378,3378,3378,3378,3378,3378,3378,3378,2258,2306,2313,2271,2328,2314,2296,2317,2332,764,1366,815,1186,1521,1294,813,1635,1242,0.3384,0.5924,0.3524,0.5222,0.6534,0.5592,0.3541,0.7057,0.5326,1218,131,Republican,1378,103,Republican,1484,130,Republican,0.0095,0.0048,-0.0047,0.0058,0.0168,0.011,0.0004,0.0082,0.0078,0.1135,0.1969,0.075,0.5524,0.0641,-0.3145,0.5877,0.5239,-0.0402,0.1133,0.061,0.0523,1,1,1,0,0,1,0.1287,0.9338,0.0257,0.0113,0.0063,0.0009,0.022,0.8242,0.0166,0.2329,0.2134,0.0189,42.5,105536,336237000,64690,0.126,0.195,0.324,696,0.022,0.053,0.04,0.027,0.027,174.52,267.21,0.6531,355,534.42,0.6643,0,143,148,162,162,164,162,155,150,152,0.063330381,0.064180399,0.070038911,0.071334214,0.070446735,0.070008643,0.067508711,0.064738886,0.065180103
211,Shelby,rural,1,Rural,1,0,0,0,0,0,0,25448,25448,25448,25448,25448,25448,25448,25448,13754,14009,14584,14829,15176,15234,15303,15525,15914,4392,9274,5627,5844,9146,7584,5994,10128,6980,0.3193,0.662,0.3858,0.3941,0.6027,0.4978,0.3917,0.6524,0.4386,6879,2322,Republican,7179,1758,Republican,7975,2068,Republican,0.0833,0.1082,0.023,0.0782,0.1126,0.032,0.0446,0.0912,0.0446,-0.0138,0.0921,0.1074,0.3306,0.3648,0.0257,0.3478,0.2404,-0.0796,-0.0096,-0.0593,0.0497,1,1,1,0,0.2133,0.7867,0.1959,0.7789,0.1749,0.0108,0.0163,0.0015,0.0175,0.6021,0.1684,0.2642,0.1839,0.0189,38.3,65464,1571668000,51551,0.205,0.274,0.138,2199,0.039,0.068,0.054,0.043,0.045,383.48,949.02,0.4041,876.75,1898.03,0.4619,0,421,454,578,631,696,747,824,876,1027,0.030609277,0.032407738,0.039632474,0.042551757,0.045861887,0.049035053,0.053845651,0.056425121,0.064534372
212,Sherman,rural,1,Rural,1,0,0,0,0,0,0,3034,3034,3034,3034,3034,3034,3034,3034,1424,1465,1521,1478,1518,1523,1485,1518,1376,621,1052,600,538,935,823,657,1000,713,0.4361,0.7181,0.3945,0.364,0.6159,0.5404,0.4424,0.6588,0.5182,908,121,Republican,807,96,Republican,886,91,Republican,0.0362,0.0362,0,0.0379,0.0428,0.0047,0.0013,-0.0953,-0.0965,-0.1112,-0.0494,0.0695,-0.1337,0.058,0.2212,0.3717,0.1883,-0.1337,-0.0593,-0.1022,0.0429,1,1,1,0,0,1,0.4602,0.9385,0.0179,0.0175,0.0096,0,0.0164,0.5088,0.0121,0.2718,0.1639,0.019,36.5,103517,289743000,73395,0.121,0.153,0.218,344,0.024,0.031,0.031,0.028,0.032,194.88,458.32,0.4252,444.78,916.64,0.4852,0,273,282,304,318,334,355,354,360,328,0.191713483,0.192491468,0.199868508,0.215155616,0.22002635,0.23309258,0.238383838,0.23715415,0.238372093
213,Smith,urban,0,Urban,0,0,0,1,1,1,1,209714,209714,209714,209714,209714,209714,209714,209714,117796,119203,126636,130457,135211,135080,140253,145773,154203,30379,80158,49192,48202,85230,77428,40036,100697,76507,0.2579,0.6724,0.3885,0.3695,0.6303,0.5732,0.2855,0.6908,0.4961,57331,21456,Republican,58930,22300,Republican,69080,29615,Republican,0.1343,0.2229,0.0781,0.1075,0.1906,0.0751,0.0667,0.2177,0.1416,0.0633,0.2562,0.1815,0.5867,0.3179,-0.1694,0.574,0.5553,-0.0119,0.0184,-0.0421,0.0605,1,1,1,0,0.6508,0.3492,0.2102,0.7747,0.1776,0.0091,0.0173,0.0011,0.0203,0.5817,0.1711,0.2403,0.1769,0.0192,37.4,66784,16156522000,67978,0.118,0.165,0.274,42352,0.033,0.068,0.052,0.038,0.036,595.44,1902.1,0.313,1617.87,3846.42,0.4206,0,6168,6335,7441,8110,8844,9804,10860,11464,13049,0.05236171,0.053144636,0.058758963,0.062166078,0.065408879,0.072579212,0.077431499,0.078642821,0.084622219
214,Somervell,rural,1,Rural,1,0,0,0,1,1,1,8490,8490,8490,8490,8490,8490,8490,8490,5467,5509,5812,5868,6017,6233,6424,6704,6993,1582,3539,2255,2671,3896,3706,2498,4967,4051,0.2894,0.6424,0.388,0.4552,0.6475,0.5946,0.3889,0.7409,0.5793,2871,613,Republican,3206,541,Republican,4105,768,Republican,0.0922,0.2169,0.1142,0.0733,0.1751,0.0948,0.0724,0.2032,0.1219,0.1009,0.4035,0.2749,0.6884,0.579,-0.0648,0.6435,0.7965,0.0931,0.0985,0.0051,0.0934,1,1,1,0,0,1,0.1793,0.9385,0.0121,0.0169,0.0115,0.0008,0.0202,0.7775,0.0104,0.2156,0.204,0.021,43.2,58361,569424000,75568,0.09,0.134,0.286,1876,0.036,0.065,0.052,0.039,0.036,91.41,178.76,0.5113,199.5,357.52,0.558,0,442,442,510,517,520,544,561,586,607,0.080848729,0.080232347,0.087749484,0.088104976,0.086421805,0.087277395,0.087328767,0.087410501,0.086801087
215,Starr,urban,0,Rural,1,0,0,0,0,0,0,60968,60968,60968,60968,60968,60968,60968,60968,29659,30343,30241,30734,31985,32971,33495,34006,34087,7571,12088,5422,12970,11851,11883,10888,17866,12482,0.2553,0.3984,0.1793,0.422,0.3705,0.3604,0.3251,0.5254,0.3662,1547,10260,Democrat,2224,9289,Democrat,8247,9123,Democrat,0.0541,0.1207,0.0632,0.0362,0.1293,0.0898,0.0903,0.1272,0.0338,-0.0196,0.478,0.5076,0.7131,0.4381,-0.1605,1.1916,1.3021,0.0504,0.127,-0.0279,0.1549,2,2,2,0,0.714,0.286,0.9606,0.9857,0.0048,0.0042,0.0026,0.0003,0.0025,0.0346,0.0019,0.3232,0.1124,0.011,29.5,31643,2079818000,35758,0.328,0.4,0.127,4647,0.099,0.175,0.156,0.11,0.093,232.7,590.89,0.3938,546.74,1182.33,0.4624,0,28226,28888,28798,29201,30170,30903,31224,31628,31524,0.951684143,0.952048248,0.952283324,0.950120388,0.943254651,0.937278214,0.932198836,0.930071164,0.924810045
216,Stephens,rural,1,Rural,1,0,0,0,0,0,0,9630,9630,9630,9630,9630,9630,9630,9630,5517,5444,5584,5608,5730,5543,5524,5655,5711,1374,3412,1948,2774,3457,2970,1960,3819,2756,0.249,0.6267,0.3489,0.4947,0.6033,0.5358,0.3548,0.6753,0.4826,2892,475,Republican,3034,348,Republican,3385,397,Republican,0.0525,0.0388,-0.0131,0.0165,0.0013,-0.015,-0.0073,0.0227,0.0303,0.0132,0.1193,0.1047,1.0189,0.4265,-0.2934,0.5246,0.4148,-0.0721,0.0486,-0.0234,0.072,1,1,1,0,0.5994,0.4006,0.2591,0.9193,0.0364,0.0158,0.0102,0.0007,0.0176,0.6788,0.0318,0.2063,0.2075,0.0206,40.5,46860,440014000,50710,0.189,0.26,0.184,1169,0.03,0.061,0.049,0.038,0.039,266.35,407.14,0.6542,559.21,814.28,0.6868,0,535,545,625,656,673,677,687,697,735,0.096972993,0.100110213,0.111926934,0.116975749,0.117452007,0.122136027,0.124366401,0.123253758,0.128699002
217,Sterling,rural,1,Rural,1,0,0,0,0,0,0,1143,1143,1143,1143,1143,1143,1143,1143,823,831,843,853,935,875,895,933,775,327,475,460,406,633,491,328,639,450,0.3973,0.5716,0.5457,0.476,0.677,0.5611,0.3665,0.6849,0.5806,459,31,Republican,549,70,Republican,584,51,Republican,0.1252,0.1227,-0.0021,0.0365,0.0875,0.0492,0.038,-0.0807,-0.1143,0.3326,0.3453,0.0095,0.2416,0.0031,-0.1921,0.0674,-0.0217,-0.0835,0.1133,0.1054,0.0079,1,1,1,0,0,1,0.3846,0.945,0.0155,0.0183,0.0028,0.0007,0.0176,0.5759,0.0134,0.2985,0.1489,0.0208,35.9,66779,94626000,75895,0.121,0.171,0.234,192,0.032,0.065,0.051,0.04,0.04,108.54,67.8,1.6008,308.79,135.61,2.2771,0,184,184,187,198,220,204,211,220,169,0.223572296,0.221419976,0.221826809,0.232121923,0.235294118,0.233142857,0.23575419,0.235798499,0.218064516
218,Stonewall,rural,1,Rural,1,0,0,0,0,0,0,1490,1490,1490,1490,1490,1490,1490,1490,1030,1038,1012,960,998,957,941,951,929,143,684,389,404,701,617,297,741,571,0.1388,0.659,0.3844,0.4208,0.7024,0.6447,0.3156,0.7792,0.6146,507,160,Republican,555,135,Republican,615,116,Republican,-0.0385,-0.0838,-0.0471,-0.068,-0.0864,-0.0198,-0.0543,-0.082,-0.0293,0.0249,0.0833,0.0571,1.8252,1.0769,-0.2649,0.5861,0.4679,-0.0746,0.1202,0.0434,0.0768,1,1,1,0,0,1,0.2039,0.9078,0.0364,0.0152,0.0186,0.0008,0.0212,0.7267,0.0321,0.2159,0.2791,0.0419,46.6,88796,104957000,53153,0.158,0.196,0.151,116,0.029,0.051,0.042,0.03,0.027,163.21,347.9,0.4691,326.78,695.8,0.4696,0,97,99,99,95,102,98,97,100,102,0.094174757,0.095375723,0.097826087,0.098958333,0.102204409,0.102403344,0.103081828,0.105152471,0.109795479
219,Sutton,rural,1,Rural,1,0,0,0,0,0,0,4128,4128,4128,4128,4128,4128,4128,4128,2471,2479,2494,2485,2534,2464,2404,2442,2332,557,1499,753,1061,1430,1209,901,1569,1172,0.2254,0.6047,0.3019,0.427,0.5643,0.4907,0.3748,0.6425,0.5026,1110,369,Republican,1075,313,Republican,1222,322,Republican,0.0222,-0.0149,-0.0363,0.0057,-0.0271,-0.0326,-0.012,-0.065,-0.0536,-0.046,0.0467,0.0972,0.9048,0.6176,-0.1508,0.6056,0.5564,-0.0306,0.0378,-0.0404,0.0782,1,1,1,0,0,1,0.6593,0.9434,0.0177,0.018,0.0068,0,0.014,0.3248,0.0075,0.2381,0.2127,0.0208,41.6,69018,222032000,68838,0.138,0.216,0.153,303,0.038,0.098,0.081,0.057,0.058,240.66,202.74,1.187,591.32,405.47,1.4584,0,1115,1132,1139,1140,1166,1156,1141,1157,1102,0.451234318,0.45663574,0.456696071,0.458752515,0.460142068,0.469155844,0.474625624,0.473791974,0.472555746
220,Swisher,rural,1,Rural,1,0,1,1,1,1,1,7854,7854,7854,7854,7854,7854,7854,7854,4088,4094,4115,4014,4065,3932,3872,3933,3853,640,2275,1462,1144,2209,1923,1225,2365,1680,0.1566,0.5557,0.3553,0.285,0.5434,0.4891,0.3164,0.6013,0.436,1655,579,Republican,1671,462,Republican,1845,478,Republican,-0.0071,-0.0393,-0.0325,-0.0181,-0.0528,-0.0354,-0.0445,-0.0637,-0.0201,-0.029,0.0396,0.0706,0.7875,0.9141,0.0708,0.3153,0.1491,-0.1264,0.0456,-0.0123,0.0579,1,1,1,0,0,1,0.4709,0.8566,0.092,0.0199,0.0078,0.0012,0.0225,0.4215,0.0804,0.2372,0.1708,0.0204,36.4,71381,491170000,52148,0.199,0.274,0.193,874,0.037,0.052,0.05,0.041,0.046,350.05,999.53,0.3502,804.41,1999.07,0.4024,0,1170,1171,1185,1181,1223,1216,1216,1236,1244,0.286203523,0.286028334,0.287970838,0.294220229,0.300861009,0.309257375,0.314049587,0.314263921,0.3228653
221,Tarrant,urban,0,Urban,0,0,0,0,0,0,1,1809034,1809034,1809034,1809034,1809034,1809034,1809034,1809034,882210,905526,1001280,1047955,1078221,1131775,1163058,1216336,1262355,119160,610997,373131,318441,669088,628150,282022,834829,593172,0.1351,0.6747,0.3727,0.3039,0.6205,0.555,0.2425,0.6863,0.4699,348920,253071,Republican,345921,288392,Republican,409741,411567,Democrat,0.1907,0.3432,0.1281,0.1879,0.3183,0.1098,0.1303,0.2607,0.1154,0.0951,0.3663,0.2477,1.6724,1.3668,-0.1144,0.6835,0.5897,-0.0557,0.0116,-0.0542,0.0658,1,1,2,1,0.9877,0.0123,0.3053,0.7087,0.1899,0.0094,0.0619,0.0026,0.0276,0.4276,0.1804,0.2509,0.1266,0.0112,35.3,61962,1.34E+11,76285,0.106,0.139,0.339,462935,0.033,0.074,0.053,0.037,0.037,885.33,7925.87,0.1117,3474.49,17434.56,0.1993,0,107078,111333,128158,138506,144371,159955,170786,180381,194718,0.121374729,0.12294843,0.127994167,0.132167889,0.133897411,0.141331095,0.146842204,0.148298661,0.154249795
222,Taylor,urban,0,Urban,0,0,0,0,0,0,1,131506,131506,131506,131506,131506,131506,131506,131506,72364,73152,75871,75535,78601,79624,80012,83532,86071,11781,43966,23779,25590,46874,41091,21038,55397,39539,0.1628,0.601,0.3134,0.3388,0.5964,0.5161,0.2629,0.6632,0.4594,32904,9750,Republican,33250,10085,Republican,39547,14588,Republican,0.0745,0.1419,0.0627,0.0438,0.1057,0.0593,0.0495,0.1344,0.081,0.0661,0.26,0.1818,1.1721,0.7858,-0.1779,0.728,0.6628,-0.0378,0.0622,-0.0046,0.0668,1,1,1,0,0.8249,0.1751,0.2605,0.8461,0.0859,0.0103,0.0216,0.0019,0.0343,0.6132,0.0761,0.2444,0.1507,0.0179,33,55572,8067010000,61798,0.162,0.195,0.287,24994,0.029,0.055,0.044,0.034,0.033,481.83,1397.47,0.3448,1195.16,2908.67,0.4109,0,9732,9933,10906,10902,11410,11684,11965,12511,13213,0.134486761,0.135785761,0.143743987,0.144330443,0.145163548,0.146739676,0.149540069,0.149774937,0.153512798
223,Terrell,rural,1,Rural,1,0,0,0,0,0,0,984,984,984,984,984,984,984,984,888,871,822,698,700,691,672,672,629,297,592,423,297,439,489,264,460,426,0.3345,0.6797,0.5146,0.4255,0.6271,0.7077,0.3929,0.6845,0.6773,358,184,Republican,288,140,Republican,334,119,Republican,-0.1963,-0.2285,-0.04,-0.214,-0.2432,-0.0372,-0.1594,-0.2348,-0.0897,-0.2584,-0.223,0.0478,0,-0.1111,-0.1111,0.156,0.0071,-0.1288,0.0048,-0.0526,0.0574,1,1,1,0,0,1,0.544,0.9004,0.0231,0.0433,0.0072,0,0.026,0.3983,0.0144,0.1907,0.3115,0.0349,48.9,60140,41677000,47969,0.182,0.23,0.295,212,0.035,0.045,0.034,0.037,0.035,175.73,64.91,2.7071,374.38,129.83,2.8837,0,342,335,321,278,276,273,269,263,235,0.385135135,0.384615385,0.390510949,0.398280802,0.394285714,0.395079595,0.400297619,0.391369048,0.373608903
224,Terry,rural,1,Rural,1,0,0,0,0,0,0,12651,12651,12651,12651,12651,12651,12651,12651,7148,7157,7183,6917,6989,6599,6469,6570,6355,1638,3707,2293,2062,3355,2814,2049,3612,2638,0.2292,0.518,0.3192,0.2981,0.48,0.4264,0.3167,0.5498,0.4151,2602,1059,Republican,2459,753,Republican,2812,757,Republican,-0.0235,-0.082,-0.06,-0.0323,-0.095,-0.0648,-0.0813,-0.1153,-0.037,-0.095,-0.0256,0.0766,0.2589,0.2509,-0.0063,0.2272,0.1505,-0.0625,0.0318,-0.038,0.0698,1,1,1,0,0.6985,0.3015,0.5821,0.9191,0.044,0.0137,0.0062,0.0007,0.0163,0.3654,0.0357,0.2864,0.1522,0.0178,34.4,43143,499034000,46998,0.206,0.3,0.11,811,0.037,0.073,0.06,0.042,0.039,275.01,1056.66,0.2603,627.95,2114.96,0.2969,0,2960,2995,3043,2950,3010,2904,2912,2976,2871,0.414101847,0.418471427,0.423639148,0.426485471,0.430676778,0.440066677,0.450146854,0.452968037,0.45177026
225,Throckmorton,rural,1,Rural,1,0,0,1,1,1,1,1641,1641,1641,1641,1641,1641,1641,1641,1222,1278,1296,1222,1230,1221,1149,1206,1214,747,813,535,469,808,713,430,894,669,0.6113,0.6362,0.4128,0.3838,0.6569,0.5839,0.3742,0.7413,0.5511,700,109,Republican,715,84,Republican,806,82,Republican,-0.0376,-0.0563,-0.0195,0,-0.0597,-0.0597,-0.0579,-0.0633,-0.0057,-0.0062,0.0996,0.1064,-0.3722,-0.4244,-0.0832,0.3327,0.2505,-0.0617,0.1051,0.0207,0.0844,1,1,1,0,0,1,0.1355,0.9594,0.011,0.011,0.0071,0,0.0116,0.829,0.0103,0.2405,0.2687,0.0439,46.1,46683,72359000,50997,0.129,0.19,0.202,215,0.037,0.047,0.029,0.032,0.036,169.41,328.42,0.5158,342.87,656.84,0.522,1,74,81,81,88,91,87,79,74,73,0.060556465,0.063380282,0.0625,0.072013093,0.07398374,0.071253071,0.06875544,0.061359867,0.060131796
